Barn [kW],Dishwasher [kW],Fridge [kW],Furnace 1 [kW],Furnace 2 [kW],Garage door [kW],Home office [kW],House overall [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Living room [kW],Microwave [kW],Solar [kW],Well [kW],Wine cellar [kW],apparentTemperature,datetime,dewPoint,gen [kW],humidity,precipIntensity,precipProbability,pressure,temperature,use [kW],visibility,windBearing,windSpeed
0.03155,1.67e-05,0.149083333,0.020516667,0.063133333,0.013016667,0.46195,0.894583333,0.000533333,0.000166667,0.0,0.00145,0.004166667,0.00335,0.001016667,0.010316667,68.11,2016-01-04 01:56:00,61.56,0.00335,0.8,0.0116,0.53,1011.35,68.11,0.894583333,8.55,173.0,4.71
0.031166667,0.0,0.14795,0.020266667,0.063433333,0.012966667,0.123733333,0.645116667,0.000483333,1.67e-05,1.67e-05,0.001533333,0.003983333,0.00305,0.00095,0.008833333,67.58,2016-01-04 01:57:00,62.27,0.00305,0.83,0.0225,0.62,1010.48,67.58,0.645116667,7.65,166.0,4.08
0.031183333,0.0,0.1436,0.0202,0.06325,0.01285,0.04225,0.607183333,0.000516667,1.67e-05,1.67e-05,0.001533333,0.004,0.003066667,0.001,0.134016667,66.65,2016-01-04 01:58:00,63.27,0.003066667,0.89,0.0252,0.63,1009.81,66.65,0.607183333,6.2,156.0,1.67
0.031383333,0.0,0.005166667,0.020216667,0.063533333,0.01295,0.042233333,0.314833333,0.000766667,0.0,0.0,0.001683333,0.004,0.00295,0.001,0.00895,66.91,2016-01-04 01:59:00,63.51,0.00295,0.89,0.0256,0.63,1009.43,66.91,0.314833333,5.57,160.0,1.96
0.0313,0.0,0.005066667,0.020233333,0.063116667,0.012866667,0.042233333,0.4309,0.000766667,6.67e-05,1.67e-05,0.001733333,0.004,0.00295,0.001,0.137866667,67.31,2016-01-04 02:00:00,63.9,0.00295,0.89,0.0293,0.65,1009.18,67.31,0.4309,4.5,97.0,0.17
0.03185,0.0,0.127416667,0.020416667,0.064066667,0.01305,0.0422,0.457266667,0.000566667,5e-05,0.0,0.0016,0.004233333,0.0034,0.001016667,0.008883333,68.02,2016-01-04 02:01:00,64.94,0.0034,0.9,0.0201,0.6,1008.58,68.02,0.457266667,5.83,21.0,1.96
0.031633333,1.67e-05,0.005116667,0.020183333,0.062966667,0.01295,0.0423,0.383183333,0.00075,1.67e-05,0.0,0.001616667,0.004016667,0.003383333,0.001033333,0.00885,69.74,2016-01-04 02:02:00,65.73,0.003383333,0.87,0.0055,0.24,1008.47,69.74,0.383183333,7.3,5.0,2.91
0.0315,0.0,0.12265,0.020166667,0.063283333,0.012916667,0.042166667,0.545683333,0.0005,3.33e-05,0.0,0.001566667,0.004016667,0.0034,0.001016667,0.0088,71.74,2016-01-04 02:03:00,66.28,0.0034,0.83,0.0,0.0,1008.27,71.74,0.545683333,9.96,330.0,3.75
0.030283333,0.0,0.004933333,0.020383333,0.06455,0.012916667,0.041216667,0.75175,0.0007,0.000166667,0.0,0.3291,0.004216667,6.67e-05,0.001033333,0.182866667,74.08,2016-01-04 02:04:00,66.65,6.67e-05,0.78,0.0,0.0,1008.2,74.08,0.75175,10.0,327.0,3.41
0.0298,0.0,0.1199,0.020233333,0.079166667,0.012966667,0.040283333,0.71165,0.000466667,1.67e-05,0.0,0.32805,0.004216667,0.04015,0.001,0.026216667,76.12,2016-01-04 02:05:00,66.51,0.04015,0.72,0.0,0.0,1007.91,76.12,0.71165,10.0,333.0,4.49
0.0288,1.67e-05,0.16865,0.020083333,0.069333333,0.012916667,0.040383333,0.668716667,0.00035,0.025516667,0.0,0.328133333,0.004016667,0.142766667,0.001016667,0.0148,78.66,2016-01-04 02:06:00,65.99,0.142766667,0.65,0.0,0.0,1007.67,78.66,0.668716667,10.0,30.0,4.43
0.02905,0.000283333,0.120683333,0.020016667,0.064566667,0.012766667,0.040216667,0.467183333,0.000533333,1.67e-05,0.0,0.010583333,0.004,0.085683333,0.0010000000000000009,0.1319,83.44,2016-01-04 02:07:00,65.94,0.085683333,0.6,0.0,0.0,1007.15,81.32,0.467183333,10.0,309.0,3.61
0.028866667,0.0003,0.005166667,0.0203,0.06305,0.013016667,0.039516667,0.017016667,0.000766667,1.67e-05,1.67e-05,0.0106,0.004,0.30555,0.001,0.00905,84.78,2016-01-04 02:08:00,64.88,0.30555,0.54,0.0,0.0,1006.9,83.03,0.017016667,10.0,307.0,4.17
0.028816667,0.000283333,0.121616667,0.020066667,0.06805,0.012883333,0.039366667,0.054083333,0.000516667,6.67e-05,0.0,0.01045,0.004033333,0.389583333,0.001,0.010883333,86.69,2016-01-04 02:09:00,64.64,0.389583333,0.51,0.0,0.0,1006.74,85.06,0.054083333,9.92,285.0,4.61
0.028233333,1.3452,0.004183333,0.01755,0.075016667,0.0114,0.0399,1.180166667,0.00085,0.00105,0.0,0.009483333,0.00395,0.4075,0.0009,0.0083,87.19,2016-01-04 02:10:00,63.43,0.4075,0.47,0.0,0.0,1006.61,86.1,1.180166667,10.0,296.0,9.25
0.028816667,1.336916667,0.1312,0.017533333,0.074433333,0.011283333,0.03985,1.41315,0.00065,0.000983333,0.0,0.005533333,0.004116667,0.436683333,0.001,0.1306,86.48,2016-01-04 02:11:00,61.69,0.436683333,0.44,0.0,0.0,1006.59,86.1,1.41315,10.0,299.0,9.75
0.029333333,0.000283333,0.005133333,0.020283333,0.066183333,0.012983333,0.039483333,0.095183333,0.000766667,3.33e-05,1.67e-05,0.003666667,0.004133333,0.389866667,0.000983333,0.009216667,85.37,2016-01-04 02:12:00,61.41,0.389866667,0.45,0.0,0.0,1006.99,85.0,0.095183333,10.0,301.0,7.18
0.029066667,0.000266667,0.1334,0.020066667,0.070933333,0.01275,0.0394,0.18425,0.000516667,1.67e-05,1.67e-05,0.001766667,0.0041,0.38485,0.001,0.13325,83.2,2016-01-04 02:13:00,63.01,0.38485,0.53,0.0,0.0,1007.49,82.02,0.18425,10.0,286.0,4.99
0.029083333,0.000266667,0.005033333,0.020083333,0.066333333,0.012766667,0.039483333,0.199433333,0.00075,8.33e-05,1.67e-05,0.001916667,0.004033333,0.303,0.001,0.1495,77.04,2016-01-04 02:14:00,63.57,0.303,0.63,0.0,0.0,1007.85,77.04,0.199433333,10.0,269.0,5.32
0.02925,0.0003,0.13535,0.020183333,0.06655,0.0129,0.039416667,0.347166667,0.000466667,5e-05,1.67e-05,0.001816667,0.004016667,0.18415,0.001016667,0.011099999999999999,72.78,2016-01-04 02:15:00,64.0,0.18415,0.74,0.0,0.0,1008.45,72.78,0.347166667,10.0,257.0,4.58
0.02975,0.000266667,0.00545,0.020416667,0.0657,0.012933333,0.0395,0.46505,0.00075,0.0001,1.67e-05,0.001783333,0.004,0.027833333,0.001,0.1362,70.63,2016-01-04 02:16:00,63.65,0.027833333,0.79,0.0,0.0,1008.76,70.63,0.46505,10.0,251.0,3.03
0.029366667,0.0003,0.157266667,0.02055,0.07245,0.013083333,0.039466667,0.4946,0.000466667,0.0001,0.0,0.0015,0.004,0.028266667,0.001,0.009033333,69.65,2016-01-04 02:17:00,63.13,0.028266667,0.8,0.0,0.0,1009.18,69.65,0.4946,10.0,234.0,4.19
0.029183333,0.0,0.134833333,0.020116667,0.068483333,0.0128,0.039783333,0.566683333,0.00055,1.67e-05,1.67e-05,0.001516667,0.004516666999999974,0.00365,0.001,0.136783333,67.79,2016-01-04 02:18:00,62.6,0.00365,0.84,0.0,0.0,1009.81,67.79,0.566683333,9.96,248.0,3.02
0.031316667,0.0,0.132166667,0.020133333,0.064666667,0.012883333,0.0413,0.6364,0.0006,0.0001,1.67e-05,0.0017,0.004,0.003133333,0.001,0.0083,67.38,2016-01-04 02:19:00,62.33,0.003133333,0.84,0.0,0.0,1009.94,67.38,0.6364,9.96,247.0,3.29
0.031266667,1.67e-05,0.116333333,0.020616667,0.065433333,0.01305,0.468916667,0.86185,0.0006,0.000166667,0.0,0.001516667,0.004,0.003133333,0.001,0.008216667,65.5,2016-01-04 02:20:00,61.5,0.003133333,0.87,0.0,0.0,1009.57,65.5,0.86185,9.69,216.0,2.27
0.031083333,0.0,0.111983333,0.019983333,0.0643,0.012816667,0.15615,0.6154,0.000583333,1.67e-05,0.0,0.001566667,0.003983333,0.002966667,0.000983333,0.008233333,63.34,2016-01-04 02:21:00,60.55,0.002966667,0.91,0.0,0.0,1009.42,63.34,0.6154,8.58,264.0,4.99
0.031366667,1.67e-05,0.109783333,0.020616667,0.064183333,0.01315,0.042616667,0.435583333,0.0006,5e-05,1.67e-05,0.001533333,0.004,0.00355,0.00085,0.008333333,62.79,2016-01-04 02:22:00,59.69,0.00355,0.9,0.0,0.0,1009.9,62.79,0.435583333,8.35,239.0,3.79
0.032,0.0,0.634216667,0.0207,0.06475,0.013016667,0.04235,1.198383333,0.0007,0.0005,0.0,0.001883333,0.004183333,0.003366667,0.001,0.133916667,62.94,2016-01-04 02:23:00,59.47,0.003366667,0.88,0.0,0.0,1010.64,62.94,1.198383333,8.58,278.0,2.33
0.031916667,0.0,0.136183333,0.020633333,0.0648,0.01315,0.04245,0.458666667,0.00055,8.33e-05,1.67e-05,0.00195,0.004183333,0.003433333,0.001,0.008316667,67.72,2016-01-04 02:24:00,61.78,0.003433333,0.81,0.0,0.0,1011.11,67.72,0.458666667,10.0,250.0,3.25
0.032133333,0.0,0.00515,0.020666667,0.06455,0.013183333,0.042333333,0.2925,0.000783333,1.67e-05,0.0,0.0019,0.004233333,0.003366667,0.001,0.008316667,73.21,2016-01-04 02:25:00,62.22,0.003366667,0.69,0.0,0.0,1011.12,73.21,0.2925,10.0,240.0,2.79
0.032066667,0.0,0.1453,0.020666667,0.08055,0.01315,0.04225,0.486616667,0.000533333,8.33e-05,1.67e-05,0.002066667,0.004216667,0.0034,0.001,0.0082,77.43,2016-01-04 02:26:00,62.35,0.0034,0.6,0.0,0.0,1011.0,77.43,0.486616667,10.0,201.0,4.08
0.031483333,0.0,0.005183333,0.020733333,0.065116667,0.013183333,0.042266667,0.293083333,0.0008,0.0,0.0,0.002016667,0.004066667,0.003533333,0.00085,0.00815,82.19,2016-01-04 02:27:00,62.78,0.003533333,0.54,0.0,0.0,1010.76,80.95,0.293083333,10.0,259.0,3.18
0.030166667,0.0,0.140666667,0.020583333,0.065166667,0.013083333,0.040866667,0.452983333,0.000533333,6.67e-05,3.33e-05,0.001583333,0.004,0.000933333,0.000983333,0.00825,84.75,2016-01-04 02:28:00,63.35,0.000933333,0.51,0.0,0.0,1010.73,83.59,0.452983333,9.96,248.0,8.31
0.029283333,0.0,0.004916667,0.020183333,0.06375,0.012783333,0.040533333,0.7343,0.0007,0.0007333329999999992,1.67e-05,0.334683333,0.003983333,0.005433333,0.000983333,0.1814,87.13,2016-01-04 02:29:00,62.9,0.005433333,0.46,0.0,0.0,1010.96,86.27,0.7343,10.0,242.0,7.89
0.02915,3.33e-05,0.13705,0.1529,0.068433333,0.0127,0.040366667,0.873816667,0.0004,6.67e-05,0.0,0.330583333,0.004016667,0.0649,0.001016667,0.008033333,89.76,2016-01-04 02:30:00,61.91,0.0649,0.4,0.0,0.0,1010.15,89.33,0.873816667,10.0,276.0,10.47
0.029566667,1.67e-05,0.0051,0.020366667,0.065966667,0.013016667,0.082583333,0.372066667,0.00075,5e-05,0.0,0.00155,0.004033333,0.0352,0.000983333,0.008266667,90.05,2016-01-04 02:31:00,61.57,0.0352,0.39,0.0,0.0,1009.7,89.75,0.372066667,10.0,257.0,10.31
0.02885,0.0,0.136633333,0.019916667,0.0696,0.012783333,0.07255,0.235866667,0.00045,6.67e-05,0.0,0.001416667,0.004,0.328433333,0.000983333,0.007916667,90.48,2016-01-04 02:32:00,61.74,0.328433333,0.39,0.0,0.0,1009.4,90.09,0.235866667,10.0,269.0,8.93
0.029,3.33e-05,0.004966667,0.153616667,0.069583333,0.012633333,0.040083333,0.204566667,0.000783333,0.000166667,1.67e-05,0.00155,0.004033333,0.406133333,0.001016667,0.130233333,90.53,2016-01-04 02:33:00,61.58,0.406133333,0.39,0.0,0.0,1008.83,90.21,0.204566667,10.0,278.0,8.48
0.029133333,1.67e-05,0.124233333,0.020183333,0.07065,0.0129,0.039366667,0.10905,0.000483333,6.67e-05,1.67e-05,0.001616667,0.004,0.41855,0.000983333,0.010016667,89.68,2016-01-04 02:34:00,62.23,0.41855,0.41,0.0,0.0,1008.62,89.11,0.10905,10.0,250.0,5.25
0.028783333,0.0,0.005116667,0.0202,0.0662,0.01295,0.039366667,0.003266667000000001,0.000733333,1.67e-05,0.0,0.001366667,0.003933333,0.376033333,0.0009,0.008083333,88.44,2016-01-04 02:35:00,62.7,0.376033333,0.43,0.0,0.0,1008.67,87.69,0.003266667000000001,10.0,240.0,6.33
0.02825,1.67e-05,0.005,0.019833333,0.0652,0.01265,0.0393,0.393666667,0.00075,6.67e-05,0.0,0.00135,0.003833333,0.101633333,0.00095,0.1303,85.29,2016-01-04 02:36:00,64.88,0.101633333,0.54,0.0,0.0,1009.09,83.54,0.393666667,10.0,212.0,5.12
0.028383333,0.0,0.143533333,0.019633333,0.065766667,0.012633333,0.039166667,0.354716667,0.000433333,5e-05,1.67e-05,0.0015,0.003866667,0.189183333,0.001,0.007983333,77.96,2016-01-04 02:37:00,66.0,0.189183333,0.67,0.0,0.0,1009.35,77.96,0.354716667,10.0,185.0,5.01
0.028683333,0.0,0.005033333,0.020133333,0.065783333,0.012766667,0.039366667,0.207066667,0.000733333,0.0001,0.0,0.001516667,0.003883333,0.307966667,0.001,0.131383333,75.87,2016-01-04 02:38:00,65.85,0.307966667,0.71,0.0,0.0,1009.75,75.87,0.207066667,10.0,172.0,5.17
0.029833333,0.0,0.136716667,0.01995,0.066066667,0.0127,0.039283333,0.468166667,0.00045,1.67e-05,0.0,0.0015,0.0039,0.18515,0.000966667,0.132283333,73.49,2016-01-04 02:39:00,65.19,0.18515,0.75,0.0,0.0,1009.69,73.49,0.468166667,10.0,170.0,3.95
0.028183333,0.0,0.00495,0.01985,0.070283333,0.01265,0.085266667,0.445483333,0.000733333,0.000116667,0.0,0.001316667,0.003816667,0.104733333,0.000933333,0.1323,72.25,2016-01-04 02:40:00,65.2,0.104733333,0.79,0.0,0.0,1009.71,72.25,0.445483333,9.96,187.0,3.57
0.028366667,0.0,0.13835,0.019816667,0.065533333,0.01275,0.075433333,0.7036,0.0004,0.0,3.33e-05,0.245416667,0.003933333,0.024416667,0.000966667,0.007933333,70.85,2016-01-04 02:41:00,64.79,0.024416667,0.81,0.0,0.0,1009.77,70.85,0.7036,9.65,191.0,3.48
0.0299,0.0,0.005083333,0.019866667,0.0637,0.012783333,0.0765,0.417133333,0.000733333,5e-05,1.67e-05,0.001383333,0.003916667,0.001016667,0.001,0.008033333,68.86,2016-01-04 02:42:00,64.68,0.001016667,0.87,0.0,0.0,1009.8,68.86,0.417133333,9.32,212.0,5.43
0.031366667,1.67e-05,0.125283333,0.01995,0.065383333,0.012783333,0.093616667,0.590316667,0.000533333,1.67e-05,0.0,0.0017,0.003983333,0.003516667,0.001033333,0.00805,68.14,2016-01-04 02:43:00,64.31,0.003516667,0.88,0.0,0.0,1009.37,68.14,0.590316667,8.79,174.0,1.79
0.031416667,3.33e-05,0.1175,0.020516667,0.06325,0.013016667,0.4519,0.93025,0.00055,0.000216667,1.67e-05,0.0013,0.003966667,0.00355,0.000966667,0.008066667,66.66,2016-01-04 02:44:00,63.94,0.00355,0.91,0.0,0.0,1008.95,66.66,0.93025,6.75,341.0,2.48
0.031616667,0.0,0.095366667,0.020416667,0.0665,0.012966667,0.09975,0.767933333,0.000666667,1.67e-05,0.0,0.00165,0.003933333,0.003566667,0.000916667,0.052766667,66.57,2016-01-04 02:45:00,63.74,0.003566667,0.91,0.0,0.0,1008.72,66.57,0.767933333,7.05,249.0,2.03
0.0316,0.117466667,0.00535,0.020366667,0.066183333,0.0129,0.0425,0.635933333,0.000783333,0.00015,1.67e-05,0.001583333,0.003966667,0.00355,0.000983333,0.136733333,66.32,2016-01-04 02:46:00,63.7,0.00355,0.91,0.0,0.0,1008.78,66.32,0.635933333,7.13,48.0,1.7
0.031333333,0.109383333,0.004983333,0.020433333,0.06625,0.0129,0.042333333,0.619583333,0.000766667,0.000133333,0.0,0.001316667,0.0039,0.003533333,0.00085,0.135416667,69.57,2016-01-04 02:47:00,65.5,0.003533333,0.87,0.0,0.0,1008.82,69.57,0.619583333,8.72,19.0,2.35
0.031766667,0.00025,0.125233333,0.020733333,0.08155,0.013166667,0.042166667,0.469916667,0.0006,6.67e-05,1.67e-05,0.001516667,0.003966667,0.0032,0.00095,0.008433333,73.96,2016-01-04 02:48:00,66.71,0.0032,0.78,0.0,0.0,1008.94,73.96,0.469916667,9.58,138.0,3.39
0.0316,0.000266667,0.0052,0.0208,0.06615,0.013216667,0.04225,0.2954,0.0008,1.67e-05,0.0,0.0014,0.004016667,0.003466667,0.0008,0.0084,77.35,2016-01-04 02:49:00,67.67,0.003466667,0.72,0.0,0.0,1009.21,77.35,0.2954,9.8,158.0,2.89
0.03195,0.000266667,0.005183333,0.020683333,0.06625,0.013183333,0.042233333,0.295583333,0.0008,0.0,0.0,0.00165,0.00415,0.0034,0.000966667,0.0085,79.95,2016-01-04 02:50:00,68.62,0.0034,0.68,0.0,0.0,1008.57,79.95,0.295583333,9.9,136.0,2.25
0.031883333,0.000283333,0.005166667,0.020583333,0.065383333,0.013116667,0.04215,0.292916667,0.000783333,1.67e-05,1.67e-05,0.00165,0.004166667,0.003366667,0.001,0.0084,86.52,2016-01-04 02:51:00,69.41,0.003366667,0.64,0.0,0.0,1008.29,82.79,0.292916667,10.0,164.0,3.85
0.030416667,0.000266667,0.005066667,0.020583333,0.065383333,0.013016667,0.041133333,0.40315,0.000783333,5e-05,1.67e-05,0.001566667,0.00415,0.001066667,0.001016667,0.131566667,89.81,2016-01-04 02:52:00,69.66,0.001066667,0.6,0.0,0.0,1008.17,85.4,0.40315,10.0,163.0,5.05
0.03005,0.000266667,0.136733333,0.0203,0.0694,0.01295,0.040066667,0.438683333,0.000516667,8.33e-05,0.0,0.001433333,0.004133333,0.01135,0.000983333,0.0083,89.43,2016-01-04 02:53:00,69.04,0.01135,0.58,0.0,0.0,1007.64,85.41,0.438683333,9.88,173.0,5.34
0.029866667,0.0,0.0051,0.020466667,0.065533333,0.013083333,0.0404,0.514666667,0.0007,8.33e-05,1.67e-05,0.33435,0.0042,0.067766667,0.001,0.0083,89.62,2016-01-04 02:54:00,69.87,0.067766667,0.6,0.0,0.0,1006.8,85.13,0.514666667,8.95,194.0,7.64
0.0287,1.67e-05,0.123916667,0.019966667,0.0694,0.012833333,0.0794,0.4208,0.000533333,5e-05,0.0,0.001316667,0.003966667,0.060616667,0.000866667,0.008016667,84.43,2016-01-04 02:55:00,70.14,0.060616667,0.7,0.0462,0.7,1006.84,80.89,0.4208,7.23,208.0,3.83
0.028516667,1.67e-05,0.00505,0.020216667,0.064383333,0.012883333,0.076316667,0.15335,0.000783333,5e-05,0.0,0.00135,0.00395,0.337083333,0.000916667,0.13085,78.32,2016-01-04 02:56:00,70.4,0.337083333,0.77,0.0529,0.72,1007.14,78.32,0.15335,8.35,195.0,5.77
0.028233333,5.000000000000002e-05,0.122933333,0.10518333300000005,0.065333333,0.012683333,0.118533333,0.3525833329999999,0.00055,3.3299999999999996e-05,0.0,0.00145,0.00395,0.2909,0.000916667,0.007333333,78.69,2016-01-04 02:57:00,71.24,0.2909,0.78,0.0164,0.57,1007.14,78.69,0.3525833329999999,9.27,179.0,3.76
0.028566667,1.67e-05,0.004983333,0.020033333,0.0646,0.01275,0.119916667,0.361083333,0.000783333,0.000116667,1.67e-05,0.00135,0.003966667,0.124766667,0.000933333,0.13035,78.73,2016-01-04 02:58:00,70.69,0.124766667,0.76,0.0035,0.13,1007.02,78.73,0.361083333,9.7,188.0,7.28
0.028616667,0.0,0.005233333,0.02,0.064716667,0.01285,0.117883333,0.236266667,0.000783333,6.67e-05,1.67e-05,0.001333333,0.003983333,0.129266667,0.000966667,0.007383333,77.0,2016-01-04 02:59:00,70.43,0.129266667,0.8,0.0,0.0,1006.86,77.0,0.236266667,8.84,202.0,4.48
0.028416667,0.0,0.1436,0.019916667,0.06025,0.012716667,0.04015,0.4529,0.00045,3.33e-05,1.67e-05,0.0013,0.004016667,0.120016667,0.000983333,0.130533333,74.99,2016-01-04 03:00:00,70.69,0.120016667,0.87,0.0,0.0,1006.94,74.99,0.4529,8.17,192.0,1.4
0.02835,0.0,0.0051,0.0197,0.065383333,0.0127,0.077416667,0.115816667,0.000766667,3.33e-05,0.0,0.00145,0.00395,0.20905,0.00095,0.007966667,73.64,2016-01-04 03:01:00,69.72,0.20905,0.88,0.0017,0.04,1007.72,73.64,0.115816667,8.84,176.0,3.1
0.028616667,1.67e-05,0.141266667,0.019966667,0.0678,0.012716667,0.10575,0.542183333,0.000533333,1.67e-05,1.67e-05,0.001383333,0.003983333,0.102883333,0.00095,0.131483333,72.52,2016-01-04 03:02:00,69.65,0.102883333,0.91,0.0,0.0,1007.68,72.52,0.542183333,8.49,210.0,1.95
0.029183333,1.67e-05,0.004766667,0.0204,0.066466667,0.01295,0.48435,0.68025,0.000783333,0.000333333,1.67e-05,0.001316667,0.00395,0.050633333,0.00095,0.007716667,71.36,2016-01-04 03:03:00,68.9,0.050633333,0.92,0.0,0.0,1007.48,71.36,0.68025,6.11,163.0,0.54
0.0297,3.33e-05,0.139433333,0.020566667,0.0669,0.012933333,0.487083333,1.021466667,0.000566667,0.00025,0.0,0.001533333,0.003966667,0.000983333,0.000833333,0.134516667,70.93,2016-01-04 03:04:00,68.48,0.000983333,0.92,0.0,0.0,1007.22,70.93,1.021466667,6.96,0.0,0.12
0.029866667,1.67e-05,0.005116667,0.019766667,0.066733333,0.012733333,0.0404,0.27315,0.000766667,0.0,0.0,0.0015,0.00405,0.010533333,0.000983333,0.007966667,70.28,2016-01-04 03:05:00,68.07,0.010533333,0.93,0.0,0.0,1007.18,70.28,0.27315,6.75,11.0,1.98
0.0294,0.0,0.13835,0.019933333,0.067816667,0.012783333,0.0408,0.454683333,0.000533333,8.33e-05,1.67e-05,0.001383333,0.003933333,0.000616667,0.00085,0.007916667,69.5,2016-01-04 03:06:00,67.69,0.000616667,0.94,0.0,0.0,1007.56,69.5,0.454683333,4.28,6.0,3.88
0.030966667,1.67e-05,0.00505,0.020066667,0.062583333,0.01275,0.04195,0.411883333,0.000766667,5e-05,3.33e-05,0.001466667,0.004,0.003183333,0.00095,0.13235,69.48,2016-01-04 03:07:00,67.57,0.003183333,0.94,0.0,0.0,1007.75,69.48,0.411883333,5.64,11.0,2.23
0.031266667,1.67e-05,0.138633333,0.020616667,0.0633,0.013016667,0.514133333,0.936883333,0.000566667,0.000166667,1.67e-05,0.001616667,0.004016667,0.00305,0.001,0.00785,69.13,2016-01-04 03:08:00,66.92,0.00305,0.93,0.0,0.0,1008.11,69.13,0.936883333,5.95,4.0,3.55
0.0315,0.0,0.005016667,0.020366667,0.062966667,0.012883333,0.0985,0.4752,0.000783333,6.67e-05,0.0,0.001666667,0.004,0.00315,0.001033333,0.1315,69.49,2016-01-04 03:09:00,67.1,0.00315,0.92,0.0,0.0,1008.53,69.49,0.4752,6.95,11.0,5.32
0.0312,1.67e-05,0.124266667,0.019933333,0.063266667,0.012783333,0.041716667,0.45485,0.00055,6.67e-05,0.0,0.001633333,0.004,0.002983333,0.001,0.009983333,69.85,2016-01-04 03:10:00,66.94,0.002983333,0.91,0.0,0.0,1009.29,69.85,0.45485,8.32,32.0,4.96
0.03145,0.0,0.00515,0.0203,0.07975,0.012966667,0.041916667,0.320583333,0.00075,1.67e-05,0.0,0.001683333,0.004,0.003083333,0.000983333,0.00795,70.75,2016-01-04 03:11:00,66.17,0.003083333,0.85,0.0,0.0,1009.7,70.75,0.320583333,8.94,27.0,5.43
0.031716667,1.67e-05,0.005533333,0.020433333,0.064066667,0.01305,0.045366667,0.30705,0.000766667,1.67e-05,1.67e-05,0.0016,0.004,0.003066667,0.000983333,0.007966667,71.79,2016-01-04 03:12:00,65.12,0.003066667,0.8,0.0,0.0,1010.09,71.79,0.30705,9.83,55.0,6.62
0.031633333,1.67e-05,0.140383333,0.020383333,0.064083333,0.012916667,0.045383333,0.59065,0.000566667,1.67e-05,0.0,0.00165,0.004116667,0.003433333,0.00095,0.134666667,73.33,2016-01-04 03:13:00,64.84,0.003433333,0.75,0.0,0.0,1010.19,73.33,0.59065,9.53,50.0,6.64
0.032016667,0.0,0.005566667,0.02065,0.0638,0.01315,0.04555,0.299283333,0.000766667,0.0,1.67e-05,0.001666667,0.004183333,0.00345,0.000983333,0.008033333,75.4,2016-01-04 03:14:00,64.89,0.00345,0.7,0.0,0.0,1010.15,75.4,0.299283333,9.69,59.0,5.83
0.031833333,1.67e-05,0.1261,0.020483333,0.063633333,0.013083333,0.045616667,0.44935,0.000566667,6.67e-05,0.0,0.001483333,0.004116667,0.003316667,0.001,0.008033333,77.17,2016-01-04 03:15:00,64.84,0.003316667,0.66,0.0,0.0,1010.33,77.17,0.44935,9.96,61.0,4.3
0.03035,1.67e-05,0.005166667,0.020416667,0.063266667,0.01305,0.0443,0.287866667,0.000766667,1.67e-05,1.67e-05,0.0015,0.004116667,0.000633333,0.001,0.008016667,78.26,2016-01-04 03:16:00,64.79,0.000633333,0.63,0.0,0.0,1010.12,78.26,0.287866667,9.89,68.0,5.81
0.0302,0.0,0.005066666999999997,0.020283333,0.068433333,0.0129,0.043516667,0.402033333,0.000783333,5e-05,0.0,0.001583333,0.0041,0.009783333,0.001,0.1314,79.36,2016-01-04 03:17:00,64.8,0.009783333,0.61,0.0,0.0,1009.87,79.36,0.402033333,9.89,65.0,7.76
0.0296,0.0,0.1424,0.0202,0.067766667,0.0129,0.043716667,0.703283333,0.000383333,0.0,0.0,0.332733333,0.004133333,0.066933333,0.000966667,0.0297,79.07,2016-01-04 03:18:00,64.97,0.066933333,0.62,0.0,0.0,1009.77,79.07,0.703283333,9.96,96.0,6.15
0.02885,1.67e-05,0.005483333,0.020316667,0.073016667,0.012966667,0.0839,0.251116667,0.000766667,3.33e-05,3.33e-05,0.001366667,0.003933333,0.08465,0.000933333,0.00855,78.93,2016-01-04 03:19:00,64.85,0.08465,0.62,0.005,0.21,1009.7,78.93,0.251116667,9.32,85.0,7.62
0.028383333,0.0,0.138316667,0.02015,0.068666667,0.012883333,0.074866667,0.068783333,0.00045,8.33e-05,1.67e-05,0.001183333,0.004,0.41875,0.00095,0.008383333,77.18,2016-01-04 03:20:00,64.53,0.41875,0.65,0.0017,0.04,1009.66,77.18,0.068783333,9.92,108.0,6.72
0.08225,1.67e-05,0.005133333,0.02015,0.0716,0.0129,0.0401,0.107666667,0.000733333,3.33e-05,1.67e-05,0.0015,0.004016667,0.449,0.001016667,0.008483333,75.64,2016-01-04 03:21:00,64.03,0.449,0.67,0.0008,0.01,1009.71,75.64,0.107666667,9.73,107.0,7.34
0.038416667,0.0,0.124183333,0.020333333,0.067433333,0.012966667,0.0401,0.03423333299999999,0.000516667,6.67e-05,0.0,0.00145,0.004016667,0.484,0.001,0.008483333,73.07,2016-01-04 03:22:00,63.39,0.484,0.72,0.0017,0.04,1010.24,73.07,0.03423333299999999,9.92,113.0,6.47
0.02785,0.0,0.005066667,0.0204,0.071016667,0.012916667,0.040216667,0.022916667,0.000783333,5e-05,0.0,0.001316667,0.004016667,0.39,0.001,0.130366667,71.1,2016-01-04 03:23:00,62.84,0.39,0.75,0.0041,0.16,1010.88,71.1,0.022916667,9.37,104.0,5.27
